AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,SOC_Code_Cleaned,tech_intensity_score,automation_susceptibility,automation_risk_category,major_group,estimated_zapier_apps_major,major_group_emp_total,emp_proportion,estimated_zapier_apps,zapier_apps_per_worker,zapier_apps_normalized,automation_susceptibility_norm,enhanced_automation_risk,enhanced_risk_category,economic_value,is_potentially_at_risk,is_currently_at_risk,potential_index,econ_potential_index,minor_group,minor_group_name
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,710.0,6.7,2.347,1.69,,,94.08,195690.0,10.4,45.25,58.01,75.66,111.83,#,"94,120","120,650",157370.0,"232,610",#,,,111011,12.305882352941175,37.70348139255702,Low,11,0.0,23380.0,0.030367835757057315,0.0,0.0,0,0.37703481392557026,28.27761104441777,Low,138939900.0,False,False,0.0,0.14171443117917237,111,111
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,8060.0,2.7,26.786,1.16,,,51.00,106070.0,2.4,25.02,31.32,40.43,59.55,92.59,"52,050","65,140",84090.0,"123,860","192,590",,,111021,14.610314262691375,43.23811442385173,Moderate,11,0.0,23380.0,0.34473909324208724,0.0,0.0,0,0.43238114423851726,32.428585817888795,Low,854924200.0,False,False,0.0,1.0,111,111
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,650.0,12.2,2.153,0.89,,,*,58370.0,*,*,*,*,*,*,*,*,,*,*,,,112021,18.60030959752322,55.71130030959752,Moderate,11,0.0,23380.0,0.027801539777587682,0.0,0.0,0,0.5571130030959752,41.78347523219814,Moderate,37940500.0,True,False,100.0,0.057181031823557195,112,112
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,700.0,10.4,2.336,0.62,,,72.31,150400.0,4.6,37.31,46.67,62.16,88.94,#,"77,600","97,070",129280.0,"185,000",#,,,112022,13.779097658480868,42.214734437464315,Moderate,11,0.0,23380.0,0.029940119760479042,0.0,0.0,0,0.42214734437464313,31.661050828098237,Low,105280000.0,False,False,0.0,0.12023075676869481,112,112
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-2032,Public Relations Managers,detailed,190.0,13.9,0.633,1.32,,,54.59,113560.0,4.3,34.21,41.62,49.45,65.25,77.30,"71,170","86,570",102860.0,"135,720","160,780",,,112032,12.19679144385027,39.88591800356507,Low,11,0.0,23380.0,0.008126603934987169,0.0,0.0,0,0.3988591800356507,29.9144385026738,Low,21576400.0,False,False,0.0,0.023281138783578376,112,112
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-2033,Fundraising Managers,detailed,100.0,7.7,0.340,1.62,,,54.05,112430.0,3.3,33.64,40.36,47.64,61.81,84.61,"69,970","83,950",99090.0,"128,560","175,980",,,112033,11.740196078431373,38.0171568627451,Low,11,0.0,23380.0,0.00427715996578272,0.0,0.0,0,0.38017156862745094,28.51286764705882,Low,11243000.0,False,False,0.0,0.011562919130816057,112,112
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-3012,Administrative Services Managers,detailed,400.0,5.4,1.337,0.84,,,46.57,96870.0,2.0,31.32,36.45,42.00,50.79,68.26,"65,140","75,820",87360.0,"105,630","141,970",,,113012,13.081722689075631,40.91859243697479,Moderate,11,0.0,23380.0,0.01710863986313088,0.0,0.0,0,0.40918592436974793,30.688944327731093,Low,38748000.0,False,False,0.0,0.042891933093664514,113,113
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-3013,Facilities Managers,detailed,440.0,4.8,1.457,1.68,,,39.96,83120.0,2.8,19.70,29.85,38.87,47.84,64.19,"40,970","62,090",80850.0,"99,510","133,520",,,113013,12.952941176470588,40.78235294117648,Moderate,11,0.0,23380.0,0.018819503849443968,0.0,0.0,0,0.40782352941176475,30.58676470588236,Low,36572800.0,False,False,0.0,0.04034931188674908,113,113
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,780.0,10.0,2.584,0.66,,,75.17,156360.0,2.6,39.31,47.11,61.86,86.37,#,"81,750","97,990",128660.0,"179,650",#,,,113021,19.48760385510136,55.72465935526753,Moderate,11,0.0,23380.0,0.033361847733105215,0.0,0.0,0,0.5572465935526753,41.79349451645065,Moderate,121960800.0,True,False,100.0,0.18385410440818634,113,113
50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,1780.0,4.0,5.906,1.14,,,63.65,132390.0,3.0,35.33,43.96,54.53,76.49,103.43,"73,490","91,440",113430.0,"159,100","215,140",,,113031,13.675329236172082,43.44205443371379,Moderate,11,0.0,23380.0,0.07613344739093242,0.0,0.0,0,0.43442054433713795,32.58154082528535,Low,235654200.0,False,False,0.0,0.2769435039980815,113,113
