AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,SOC_Code_Cleaned,tech_intensity_score,automation_susceptibility,automation_risk_category,major_group,estimated_zapier_apps_major,major_group_emp_total,emp_proportion,estimated_zapier_apps,zapier_apps_per_worker,zapier_apps_normalized,automation_susceptibility_norm,enhanced_automation_risk,enhanced_risk_category,economic_value,is_potentially_at_risk,is_currently_at_risk,potential_index,econ_potential_index,minor_group,minor_group_name
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,1090.0,6.9,0.260,0.19,,,216.04,449370.0,5.2,65.72,87.83,#,#,#,"136,700","182,690",,#,#,,,111011,12.305882352941175,37.70348139255702,Low,11,0.0,297310.0,0.0036662069893377285,0.0,0.0,0,0.37703481392557026,28.27761104441777,Low,489813300.0,False,False,0.0,0.02878547103705668,111,111
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,64680.0,1.7,15.391,0.67,,,86.97,180890.0,1.4,34.63,47.72,71.33,105.90,#,"72,020","99,250",148370.0,"220,270",#,,,111021,14.610314262691375,43.23811442385173,Moderate,11,0.0,297310.0,0.21755070465171034,0.0,0.0,0,0.43238114423851726,32.428585817888795,Low,11699965200.0,False,False,0.0,0.788519849696765,111,111
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-1031,Legislators,detailed,680.0,11.3,0.162,0.76,,,*,68290.0,1.3,*,*,*,*,*,"29,390","29,390",43350.0,"86,640","147,820",True,,111031,10.412132352941176,32.90533088235294,Low,11,0.0,297310.0,0.0022871750025226195,0.0,0.0,0,0.3290533088235294,24.678998161764703,Low,46437200.0,False,False,0.0,0.002381735893316833,111,111
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-2011,Advertising and Promotions Managers,detailed,590.0,16.5,0.140,1.03,,,85.81,178480.0,5.4,46.74,63.49,83.36,101.09,#,"97,220","132,050",173380.0,"210,280",#,,,112011,13.092828364222402,40.67727639000807,Moderate,11,0.0,297310.0,0.0019844606639534495,0.0,0.0,0,0.40677276390008066,30.50795729250605,Low,105303200.0,False,False,0.0,0.006676590639671148,112,112
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,12260.0,3.1,2.916,1.20,,,90.65,188550.0,0.8,54.64,65.42,83.40,105.17,#,"113,650","136,070",173460.0,"218,750",#,,,112021,18.60030959752322,55.71130030959752,Moderate,11,0.0,297310.0,0.04123641989842252,0.0,0.0,0,0.5571130030959752,41.78347523219814,Moderate,2311623000.0,True,False,100.0,0.200734312982364,112,112
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,16360.0,3.2,3.894,1.03,,,91.90,191150.0,1.3,47.01,63.82,82.06,106.85,#,"97,790","132,750",170690.0,"222,250",#,,,112022,13.779097658480868,42.214734437464315,Moderate,11,0.0,297310.0,0.05502673976657361,0.0,0.0,0,0.42214734437464313,31.661050828098237,Low,3127214000.0,False,False,0.0,0.2057704357357308,112,112
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-2032,Public Relations Managers,detailed,2200.0,4.7,0.523,1.09,,,87.59,182190.0,1.5,48.34,61.63,81.90,106.35,#,"100,540","128,180",170350.0,"221,200",#,,,112032,12.19679144385027,39.88591800356507,Low,11,0.0,297310.0,0.007399683831690828,0.0,0.0,0,0.3988591800356507,29.9144385026738,Low,400818000.0,False,False,0.0,0.024918857280761604,112,112
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-2033,Fundraising Managers,detailed,800.0,12.6,0.191,0.91,,,67.29,139950.0,6.0,40.03,50.48,64.03,79.43,95.66,"83,260","104,990",133170.0,"165,210","198,970",,,112033,11.740196078431373,38.0171568627451,Low,11,0.0,297310.0,0.0026907941206148465,0.0,0.0,0,0.38017156862745094,28.51286764705882,Low,111960000.0,False,False,0.0,0.006634433396145782,112,112
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-3012,Administrative Services Managers,detailed,9150.0,4.5,2.177,1.36,,,70.29,146190.0,4.1,41.92,51.11,63.39,79.12,102.64,"87,190","106,310",131860.0,"164,570","213,490",,,113012,13.081722689075631,40.91859243697479,Moderate,11,0.0,297310.0,0.030775957754532308,0.0,0.0,0,0.40918592436974793,30.688944327731093,Low,1337638500.0,False,False,0.0,0.08531408947709777,113,113
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-3013,Facilities Managers,detailed,4610.0,5.9,1.097,1.27,,,62.34,129670.0,1.3,37.26,48.67,60.12,73.37,90.41,"77,490","101,230",125050.0,"152,610","188,060",,,113013,12.952941176470588,40.78235294117648,Moderate,11,0.0,297310.0,0.015505701120043052,0.0,0.0,0,0.40782352941176475,30.58676470588236,Low,597778700.0,False,False,0.0,0.03799916286142844,113,113
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,27890.0,2.4,6.638,1.70,,,98.62,205120.0,0.9,63.41,79.93,92.04,107.25,#,"131,890","166,260",191450.0,"223,070",#,,,113021,19.48760385510136,55.72465935526753,Moderate,11,0.0,297310.0,0.09380781002993509,0.0,0.0,0,0.5572465935526753,41.79349451645065,Moderate,5720796800.0,True,False,100.0,0.4968957227607282,113,113
34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,34530.0,1.8,8.216,1.58,,,100.18,208370.0,0.9,61.38,75.06,89.15,#,#,"127,660","156,110",185430.0,#,#,,,113031,13.675329236172082,43.44205443371379,Moderate,11,0.0,297310.0,0.1161414012310383,0.0,0.0,0,0.43442054433713795,32.58154082528535,Low,7195016100.0,False,False,0.0,0.4871956920744609,113,113
